dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
100,late,4,100,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[2, 3, 7]",3,77,3,2228,"[-248, -248, -48]","[248, 248, 48]"
,,,,700,7,40000,,,,,78,3,2415,[False],[False]
8,late,4,8,700,7,392,[440],['higher'],[6],1,79,3,2040,[48],[48]
,,,,700,7,40000,,,,,80,3,2360,[False],[False]
-48,early,4,48,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[6, 3, 2]",3,81,3,2258,"[248, 200, 28]","[248, 200, 28]"
,,,,700,7,40000,,,,,82,3,2229,[False],[False]
80,late,6,80,700,7,440,"[392, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 2]",3,83,3,2492,"[-48, -248, -248]","[48, 248, 248]"
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,84,3,2218,[-248],[248]
-100,early,4,100,700,7,220,[False],['standard'],[False],0,85,3,2269,[False],[False]
-80,early,5,80,700,7,220,"[440, 192]","['higher', 'lower']","[3, 4]",2,86,3,2077,"[220, -28]","[220, 28]"
-8,early,4,8,700,7,440,[False],['standard'],[False],0,87,3,2172,[False],[False]
,,,,700,7,40000,,,,,88,3,2277,[False],[False]
8,late,5,8,700,7,440,[192],['lower'],[7],1,89,3,2234,[-248],[248]
0,on_time,6,0,700,7,192,[392],['higher'],[2],1,90,3,2212,[200],[200]
,,,,700,7,40000,,,,,91,3,2287,[False],[False]
27,late,5,27,700,7,440,[220],['lower'],[7],1,92,3,2317,[-220],[220]
36,late,5,36,700,7,220,[192],['lower'],[7],1,93,3,2480,[-28],[28]
,,,,700,7,40000,,,,,94,3,2357,[False],[False]
-8,early,6,8,700,7,440,"[220, 392]","['lower', 'lower']","[4, 5]",2,95,3,2486,"[-220, -48]","[220, 48]"
-8,early,5,8,700,7,392,"[440, 192]","['higher', 'lower']","[4, 2]",2,96,3,2206,"[48, -200]","[48, 200]"
-80,early,4,80,700,7,220,[440],['higher'],[2],1,97,3,2348,[220],[220]
,,,,700,7,40000,,,,,98,3,2236,[False],[False]
36,late,4,36,700,7,192,[220],['higher'],[2],1,99,3,2311,[28],[28]
,,,,700,7,40000,,,,,100,3,2300,[False],[False]
0,on_time,4,0,700,7,440,"[392, 220, 192]","['lower', 'lower', 'lower']","[2, 6, 3]",3,101,3,2322,"[-48, -220, -248]","[48, 220, 248]"
48,late,4,48,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[6, 3, 7]",3,102,3,2326,"[48, -200, -200]","[48, 200, 200]"
,,,,700,7,40000,,,,,103,3,2192,[False],[False]
13,late,6,13,700,7,192,[440],['higher'],[2],1,104,3,2109,[248],[248]
,,,,700,7,40000,,,,,105,3,2197,[False],[False]
0,on_time,6,0,700,7,440,"[392, 392]","['lower', 'lower']","[4, 5]",2,106,3,2301,"[-48, -48]","[48, 48]"
63,late,4,63,700,7,392,[False],['standard'],[False],0,107,3,2271,[False],[False]
-100,early,5,100,700,7,220,"[392, 392, 392]","['higher', 'higher', 'higher']","[7, 4, 2]",3,108,3,2299,"[172, 172, 172]","[172, 172, 172]"
80,late,5,80,700,7,440,[False],['standard'],[False],0,1,4,2055,[False],[False]
,,,,700,7,40000,,,,,2,4,2225,[False],[False]
-36,early,6,36,700,7,192,"[440, 220]","['higher', 'higher']","[4, 2]",2,3,4,2156,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,4,4,2098,[False],[False]
-125,early,5,125,700,7,440,"[192, 220]","['lower', 'lower']","[4, 3]",2,5,4,2417,"[-248, -220]","[248, 220]"
36,late,6,36,700,7,220,[False],['standard'],[False],0,6,4,2150,[False],[False]
-19,early,4,19,700,7,440,[192],['lower'],[6],1,7,4,2034,[-248],[248]
,,,,700,7,40000,,,,,8,4,2065,[False],[False]
63,late,5,63,700,7,440,[False],['standard'],[False],0,9,4,2130,[False],[False]
-27,early,4,27,700,7,392,"[440, 220, 192]","['higher', 'lower', 'lower']","[6, 3, 2]",3,10,4,2431,"[48, -172, -200]","[48, 172, 200]"
125,late,4,125,700,7,440,"[392, 192]","['lower', 'lower']","[3, 6]",2,11,4,2337,"[-48, -248]","[48, 248]"
80,late,6,80,700,7,440,"[392, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 2]",3,12,4,2297,"[-48, -248, -248]","[48, 248, 248]"
-19,early,6,19,700,7,392,[False],['standard'],[False],0,13,4,2460,[False],[False]
,,,,700,7,40000,,,,,14,4,2231,[False],[False]
-13,early,4,13,700,7,220,"[440, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 6]",3,15,4,2314,"[220, 220, 172]","[220, 220, 172]"
,,,,700,7,40000,,,,,16,4,2466,[False],[False]
0,on_time,4,0,700,7,192,[False],['standard'],[False],0,17,4,2481,[False],[False]
,,,,700,7,40000,,,,,18,4,2026,[False],[False]
-8,early,4,8,700,7,440,[False],['standard'],[False],0,19,4,2017,[False],[False]
,,,,700,7,40000,,,,,20,4,2413,[False],[False]
0,on_time,6,0,700,7,192,[392],['higher'],[2],1,21,4,2321,[200],[200]
,,,,700,7,40000,,,,,22,4,2208,[False],[False]
13,late,6,13,700,7,192,[440],['higher'],[2],1,23,4,2210,[248],[248]
,,,,700,7,40000,,,,,24,4,2043,[False],[False]
125,late,6,125,700,7,392,"[192, 220]","['lower', 'lower']","[5, 2]",2,25,4,2088,"[-200, -172]","[200, 172]"
19,late,6,19,700,7,440,"[220, 392]","['lower', 'lower']","[5, 2]",2,26,4,2075,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,27,4,2144,[False],[False]
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,28,4,2307,[-248],[248]
,,,,700,7,40000,,,,,29,4,2436,[False],[False]
-100,early,6,100,700,7,220,[False],['standard'],[False],0,30,4,2274,[False],[False]
,,,,700,7,40000,,,,,31,4,2283,[False],[False]
-125,early,4,125,700,7,192,"[220, 392, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,32,4,2074,"[28, 200, 248]","[28, 200, 248]"
-19,early,5,19,700,7,440,[220],['lower'],[7],1,33,4,2443,[-220],[220]
19,late,4,19,700,7,440,"[192, 220]","['lower', 'lower']","[6, 7]",2,34,4,2028,"[-248, -220]","[248, 220]"
-63,early,5,63,700,7,440,[392],['lower'],[3],1,35,4,2214,[-48],[48]
0,on_time,4,0,700,7,192,[False],['standard'],[False],0,36,4,2153,[False],[False]
27,late,6,27,700,7,220,"[192, 440, 440]","['lower', 'higher', 'higher']","[2, 4, 3]",3,37,4,2304,"[-28, 220, 220]","[28, 220, 220]"
,,,,700,7,40000,,,,,38,4,2139,[False],[False]
-13,early,6,13,700,7,220,[440],['higher'],[2],1,39,4,2289,[220],[220]
-8,early,4,8,700,7,440,[False],['standard'],[False],0,40,4,2447,[False],[False]
,,,,700,7,40000,,,,,41,4,2233,[False],[False]
13,late,6,13,700,7,192,[440],['higher'],[2],1,42,4,2368,[248],[248]
,,,,700,7,40000,,,,,43,4,2433,[False],[False]
4,late,4,4,700,7,392,[220],['lower'],[3],1,44,4,2373,[-172],[172]
0,on_time,6,0,700,7,440,"[392, 392]","['lower', 'lower']","[4, 5]",2,45,4,2349,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,46,4,2249,[False],[False]
4,late,6,4,700,7,220,[392],['higher'],[4],1,47,4,2392,[172],[172]
,,,,700,7,40000,,,,,48,4,2131,[False],[False]
125,late,5,125,700,7,192,[440],['higher'],[3],1,49,4,2024,[248],[248]
,,,,700,7,40000,,,,,50,4,2409,[False],[False]
63,late,4,63,700,7,392,[False],['standard'],[False],0,51,4,2295,[False],[False]
,,,,700,7,40000,,,,,52,4,2441,[False],[False]
-63,early,6,63,700,7,220,"[192, 440]","['lower', 'higher']","[2, 4]",2,53,4,2393,"[-28, 220]","[28, 220]"
,,,,700,7,40000,,,,,54,4,2356,[False],[False]
-80,early,6,80,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[4, 3, 5]",3,55,4,2358,"[48, -200, -200]","[48, 200, 200]"
,,,,700,7,40000,,,,,56,4,2238,[False],[False]
-36,early,5,36,700,7,192,[False],['standard'],[False],0,57,4,2162,[False],[False]
4,late,6,4,700,7,220,[392],['higher'],[4],1,58,4,2216,[172],[172]
,,,,700,7,40000,,,,,59,4,2401,[False],[False]
-13,early,4,13,700,7,220,"[440, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 6]",3,60,4,2296,"[220, 220, 172]","[220, 220, 172]"
-36,early,4,36,700,7,440,"[220, 220]","['lower', 'lower']","[6, 3]",2,61,4,2324,"[-220, -220]","[220, 220]"
-125,early,6,125,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,62,4,2068,"[-48, -48]","[48, 48]"
-100,early,4,100,700,7,220,[False],['standard'],[False],0,63,4,2087,[False],[False]
,,,,700,7,40000,,,,,64,4,2106,[False],[False]
-125,early,5,125,700,7,440,"[192, 220]","['lower', 'lower']","[4, 3]",2,65,4,2152,"[-248, -220]","[248, 220]"
,,,,700,7,40000,,,,,66,4,2305,[False],[False]
-19,early,5,19,700,7,440,[220],['lower'],[7],1,67,4,2248,[-220],[220]
-48,early,4,48,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[6, 3, 2]",3,68,4,2073,"[248, 200, 28]","[248, 200, 28]"
125,late,5,125,700,7,192,[440],['higher'],[3],1,69,4,2346,[248],[248]
0,on_time,4,0,700,7,192,[False],['standard'],[False],0,70,4,2136,[False],[False]
,,,,700,7,40000,,,,,71,4,2013,[False],[False]
-27,early,5,27,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 4]",3,72,4,2374,"[248, 200, 28]","[248, 200, 28]"
4,late,4,4,700,7,392,[220],['lower'],[3],1,73,4,2320,[-172],[172]
-63,early,5,63,700,7,440,[392],['lower'],[3],1,74,4,2376,[-48],[48]
,,,,700,7,40000,,,,,75,4,2354,[False],[False]
125,late,4,125,700,7,440,"[392, 192]","['lower', 'lower']","[3, 6]",2,76,4,2367,"[-48, -248]","[48, 248]"
-19,early,4,19,700,7,440,[192],['lower'],[6],1,77,4,2053,[-248],[248]
,,,,700,7,40000,,,,,78,4,2101,[False],[False]
80,late,4,80,700,7,392,[False],['standard'],[False],0,79,4,2025,[False],[False]
-80,early,5,80,700,7,220,"[440, 192]","['higher', 'lower']","[3, 4]",2,80,4,2428,"[220, -28]","[220, 28]"
,,,,700,7,40000,,,,,81,4,2155,[False],[False]
-100,early,6,100,700,7,220,[False],['standard'],[False],0,82,4,2134,[False],[False]
,,,,700,7,40000,,,,,83,4,2051,[False],[False]
-36,early,6,36,700,7,192,"[440, 220]","['higher', 'higher']","[4, 2]",2,84,4,2096,"[248, 28]","[248, 28]"
8,late,4,8,700,7,392,[440],['higher'],[6],1,85,4,2328,[48],[48]
27,late,6,27,700,7,220,"[192, 440, 440]","['lower', 'higher', 'higher']","[2, 4, 3]",3,86,4,2394,"[-28, 220, 220]","[28, 220, 220]"
8,late,4,8,700,7,392,[440],['higher'],[6],1,87,4,2027,[48],[48]
-8,early,5,8,700,7,392,"[440, 192]","['higher', 'lower']","[4, 2]",2,88,4,2061,"[48, -200]","[48, 200]"
19,late,6,19,700,7,440,"[220, 392]","['lower', 'lower']","[5, 2]",2,89,4,2033,"[-220, -48]","[220, 48]"
100,late,4,100,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[2, 3, 7]",3,90,4,2440,"[-248, -248, -48]","[248, 248, 48]"
,,,,700,7,40000,,,,,91,4,2410,[False],[False]
-48,early,4,48,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[6, 3, 2]",3,92,4,2390,"[248, 200, 28]","[248, 200, 28]"
-4,early,6,4,700,7,192,[False],['standard'],[False],0,93,4,2123,[False],[False]
,,,,700,7,40000,,,,,94,4,2168,[False],[False]
-125,early,6,125,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,95,4,2399,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,96,4,2291,[False],[False]
-13,early,6,13,700,7,220,[440],['higher'],[2],1,97,4,2196,[220],[220]
-4,early,6,4,700,7,192,[False],['standard'],[False],0,98,4,2273,[False],[False]
125,late,5,125,700,7,192,[440],['higher'],[3],1,99,4,2424,[248],[248]
-80,early,4,80,700,7,220,[440],['higher'],[2],1,100,4,2418,[220],[220]
,,,,700,7,40000,,,,,101,4,2325,[False],[False]
-80,early,5,80,700,7,220,"[440, 192]","['higher', 'lower']","[3, 4]",2,102,4,2246,"[220, -28]","[220, 28]"
,,,,700,7,40000,,,,,103,4,2370,[False],[False]
36,late,6,36,700,7,220,[False],['standard'],[False],0,104,4,2253,[False],[False]
,,,,700,7,40000,,,,,105,4,2076,[False],[False]
100,late,4,100,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[2, 3, 7]",3,106,4,2344,"[-248, -248, -48]","[248, 248, 48]"
,,,,700,7,40000,,,,,107,4,2345,[False],[False]
-36,early,4,36,700,7,440,"[220, 220]","['lower', 'lower']","[6, 3]",2,108,4,2263,"[-220, -220]","[220, 220]"
