dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
-125,early,6,125,700,7,220,[False],['standard'],[False],0,83,3,2186,[False],[False]
,,,,700,7,40000,,,,,84,3,2097,[False],[False]
125,late,4,125,700,7,392,[440],['higher'],[7],1,85,3,2044,[48],[48]
,,,,700,7,40000,,,,,86,3,2393,[False],[False]
0,on_time,4,0,700,7,440,"[220, 192]","['lower', 'lower']","[2, 3]",2,87,3,2104,"[-220, -248]","[220, 248]"
80,late,5,80,700,7,220,[192],['lower'],[7],1,88,3,2246,[-28],[28]
13,late,5,13,700,7,192,"[220, 220]","['higher', 'higher']","[3, 2]",2,89,3,2305,"[28, 28]","[28, 28]"
-27,early,4,27,700,7,392,[False],['standard'],[False],0,90,3,2365,[False],[False]
,,,,700,7,40000,,,,,91,3,2280,[False],[False]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,92,3,2131,[False],[False]
19,late,5,19,700,7,392,[False],['standard'],[False],0,93,3,2461,[False],[False]
13,late,5,13,700,7,192,"[220, 220]","['higher', 'higher']","[3, 2]",2,94,3,2114,"[28, 28]","[28, 28]"
,,,,700,7,40000,,,,,95,3,2000,[False],[False]
-36,early,4,36,700,7,392,"[440, 220]","['higher', 'lower']","[2, 6]",2,96,3,2420,"[48, -172]","[48, 172]"
,,,,700,7,40000,,,,,97,3,2491,[False],[False]
-125,early,4,125,700,7,220,[False],['standard'],[False],0,98,3,2121,[False],[False]
-8,early,6,8,700,7,192,"[220, 440]","['higher', 'higher']","[2, 5]",2,99,3,2092,"[28, 248]","[28, 248]"
63,late,5,63,700,7,392,"[192, 192]","['lower', 'lower']","[3, 2]",2,100,3,2017,"[-200, -200]","[200, 200]"
,,,,700,7,40000,,,,,101,3,2074,[False],[False]
-63,early,6,63,700,7,392,"[220, 220]","['lower', 'lower']","[2, 4]",2,102,3,2173,"[-172, -172]","[172, 172]"
80,late,4,80,700,7,220,[False],['standard'],[False],0,103,3,2139,[False],[False]
,,,,700,7,40000,,,,,104,3,2390,[False],[False]
-36,early,6,36,700,7,392,[False],['standard'],[False],0,105,3,2198,[False],[False]
27,late,6,27,700,7,192,[False],['standard'],[False],0,106,3,2255,[False],[False]
8,late,4,8,700,7,220,[False],['standard'],[False],0,107,3,2269,[False],[False]
-19,early,4,19,700,7,220,[192],['lower'],[7],1,108,3,2194,[-28],[28]
125,late,5,125,700,7,440,"[392, 392, 392]","['lower', 'lower', 'lower']","[4, 3, 7]",3,1,4,2309,"[-48, -48, -48]","[48, 48, 48]"
19,late,6,19,700,7,440,[192],['lower'],[3],1,2,4,2302,[-248],[248]
,,,,700,7,40000,,,,,3,4,2195,[False],[False]
0,on_time,5,0,700,7,440,[False],['standard'],[False],0,4,4,2155,[False],[False]
,,,,700,7,40000,,,,,5,4,2227,[False],[False]
100,late,6,100,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[3, 4, 2]",3,6,4,2304,"[-172, -172, -200]","[172, 172, 200]"
-63,early,6,63,700,7,392,"[220, 220]","['lower', 'lower']","[2, 4]",2,7,4,2066,"[-172, -172]","[172, 172]"
,,,,700,7,40000,,,,,8,4,2086,[False],[False]
0,on_time,4,0,700,7,392,"[192, 192, 440]","['lower', 'lower', 'higher']","[3, 2, 7]",3,9,4,2190,"[-200, -200, 48]","[200, 200, 48]"
,,,,700,7,40000,,,,,10,4,2403,[False],[False]
-19,early,6,19,700,7,392,"[440, 440, 440]","['higher', 'higher', 'higher']","[4, 3, 2]",3,11,4,2240,"[48, 48, 48]","[48, 48, 48]"
,,,,700,7,40000,,,,,12,4,2172,[False],[False]
-27,early,6,27,700,7,220,"[392, 440]","['higher', 'higher']","[3, 4]",2,13,4,2029,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,14,4,2022,[False],[False]
-8,early,6,8,700,7,192,"[220, 440]","['higher', 'higher']","[2, 5]",2,15,4,2466,"[28, 248]","[28, 248]"
-4,early,5,4,700,7,440,"[392, 392]","['lower', 'lower']","[3, 4]",2,16,4,2326,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,17,4,2479,[False],[False]
100,late,6,100,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[3, 4, 2]",3,18,4,2297,"[-172, -172, -200]","[172, 172, 200]"
36,late,4,36,700,7,392,"[220, 192]","['lower', 'lower']","[6, 3]",2,19,4,2488,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,20,4,2362,[False],[False]
-13,early,6,13,700,7,192,"[392, 392]","['higher', 'higher']","[3, 2]",2,21,4,2396,"[200, 200]","[200, 200]"
-48,early,5,48,700,7,440,[False],['standard'],[False],0,22,4,2340,[False],[False]
,,,,700,7,40000,,,,,23,4,2364,[False],[False]
-125,early,4,125,700,7,220,[False],['standard'],[False],0,24,4,2062,[False],[False]
,,,,700,7,40000,,,,,25,4,2170,[False],[False]
-27,early,6,27,700,7,220,"[392, 440]","['higher', 'higher']","[3, 4]",2,26,4,2142,"[172, 220]","[172, 220]"
4,late,4,4,700,7,192,"[392, 392]","['higher', 'higher']","[6, 7]",2,27,4,2078,"[200, 200]","[200, 200]"
,,,,700,7,40000,,,,,28,4,2358,[False],[False]
-125,early,6,125,700,7,220,[False],['standard'],[False],0,29,4,2150,[False],[False]
,,,,700,7,40000,,,,,30,4,2151,[False],[False]
-36,early,5,36,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,31,4,2424,"[200, 248]","[200, 248]"
-19,early,5,19,700,7,220,[192],['lower'],[4],1,32,4,2428,[-28],[28]
36,late,5,36,700,7,440,"[392, 392]","['lower', 'lower']","[4, 7]",2,33,4,2213,"[-48, -48]","[48, 48]"
-100,early,6,100,700,7,220,"[392, 392]","['higher', 'higher']","[4, 3]",2,34,4,2376,"[172, 172]","[172, 172]"
100,late,4,100,700,7,392,[False],['standard'],[False],0,35,4,2499,[False],[False]
27,late,6,27,700,7,192,[False],['standard'],[False],0,36,4,2455,[False],[False]
,,,,700,7,40000,,,,,37,4,2281,[False],[False]
0,on_time,5,0,700,7,440,[False],['standard'],[False],0,38,4,2485,[False],[False]
-100,early,6,100,700,7,220,"[392, 392]","['higher', 'higher']","[4, 3]",2,39,4,2004,"[172, 172]","[172, 172]"
100,late,5,100,700,7,392,[False],['standard'],[False],0,40,4,2193,[False],[False]
-80,early,6,80,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[4, 2, 3]",3,41,4,2270,"[-248, -248, -48]","[248, 248, 48]"
,,,,700,7,40000,,,,,42,4,2174,[False],[False]
-8,early,5,8,700,7,440,"[392, 392]","['lower', 'lower']","[7, 4]",2,43,4,2328,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,44,4,2033,[False],[False]
4,late,5,4,700,7,392,[False],['standard'],[False],0,45,4,2256,[False],[False]
,,,,700,7,40000,,,,,46,4,2475,[False],[False]
-36,early,5,36,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,47,4,2288,"[200, 248]","[200, 248]"
,,,,700,7,40000,,,,,48,4,2321,[False],[False]
-100,early,6,100,700,7,220,"[392, 392]","['higher', 'higher']","[4, 3]",2,49,4,2279,"[172, 172]","[172, 172]"
-27,early,4,27,700,7,392,[False],['standard'],[False],0,50,4,2314,[False],[False]
,,,,700,7,40000,,,,,51,4,2244,[False],[False]
-63,early,4,63,700,7,192,"[392, 440, 220]","['higher', 'higher', 'higher']","[3, 6, 7]",3,52,4,2427,"[200, 248, 28]","[200, 248, 28]"
27,late,5,27,700,7,440,[392],['lower'],[4],1,53,4,2310,[-48],[48]
,,,,700,7,40000,,,,,54,4,2057,[False],[False]
0,on_time,4,0,700,7,392,"[192, 192, 440]","['lower', 'lower', 'higher']","[3, 2, 7]",3,55,4,2085,"[-200, -200, 48]","[200, 200, 48]"
,,,,700,7,40000,,,,,56,4,2332,[False],[False]
48,late,4,48,700,7,392,[220],['lower'],[2],1,57,4,2443,[-172],[172]
27,late,5,27,700,7,440,[392],['lower'],[4],1,58,4,2222,[-48],[48]
-80,early,4,80,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 2, 7]",3,59,4,2215,"[200, 248, 200]","[200, 248, 200]"
,,,,700,7,40000,,,,,60,4,2295,[False],[False]
4,late,5,4,700,7,392,[False],['standard'],[False],0,61,4,2138,[False],[False]
-13,early,4,13,700,7,192,[440],['higher'],[3],1,62,4,2179,[248],[248]
48,late,5,48,700,7,440,"[220, 392]","['lower', 'lower']","[4, 2]",2,63,4,2178,"[-220, -48]","[220, 48]"
0,on_time,6,0,700,7,220,"[440, 440]","['higher', 'higher']","[2, 3]",2,64,4,2116,"[220, 220]","[220, 220]"
-36,early,5,36,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,65,4,2087,"[200, 248]","[200, 248]"
63,late,5,63,700,7,392,"[192, 192]","['lower', 'lower']","[3, 2]",2,66,4,2411,"[-200, -200]","[200, 200]"
-8,early,5,8,700,7,440,"[392, 392]","['lower', 'lower']","[7, 4]",2,67,4,2356,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,68,4,2124,[False],[False]
-63,early,6,63,700,7,392,"[220, 220]","['lower', 'lower']","[2, 4]",2,69,4,2166,"[-172, -172]","[172, 172]"
,,,,700,7,40000,,,,,70,4,2384,[False],[False]
63,late,5,63,700,7,392,"[192, 192]","['lower', 'lower']","[3, 2]",2,71,4,2272,"[-200, -200]","[200, 200]"
,,,,700,7,40000,,,,,72,4,2462,[False],[False]
-63,early,4,63,700,7,192,"[392, 440, 220]","['higher', 'higher', 'higher']","[3, 6, 7]",3,73,4,2299,"[200, 248, 28]","[200, 248, 28]"
,,,,700,7,40000,,,,,74,4,2303,[False],[False]
125,late,6,125,700,7,392,[False],['standard'],[False],0,75,4,2090,[False],[False]
,,,,700,7,40000,,,,,76,4,2278,[False],[False]
0,on_time,4,0,700,7,392,"[192, 192, 440]","['lower', 'lower', 'higher']","[3, 2, 7]",3,77,4,2318,"[-200, -200, 48]","[200, 200, 48]"
48,late,5,48,700,7,440,"[220, 392]","['lower', 'lower']","[4, 2]",2,78,4,2058,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,79,4,2360,[False],[False]
-13,early,5,13,700,7,192,[False],['standard'],[False],0,80,4,2108,[False],[False]
125,late,4,125,700,7,392,[440],['higher'],[7],1,81,4,2247,[48],[48]
,,,,700,7,40000,,,,,82,4,2191,[False],[False]
27,late,4,27,700,7,440,[392],['lower'],[2],1,83,4,2440,[-48],[48]
,,,,700,7,40000,,,,,84,4,2338,[False],[False]
-27,early,4,27,700,7,392,[False],['standard'],[False],0,85,4,2273,[False],[False]
100,late,5,100,700,7,392,[False],['standard'],[False],0,86,4,2369,[False],[False]
-100,early,6,100,700,7,220,"[392, 392]","['higher', 'higher']","[4, 3]",2,87,4,2242,"[172, 172]","[172, 172]"
,,,,700,7,40000,,,,,88,4,2127,[False],[False]
-19,early,4,19,700,7,220,[192],['lower'],[7],1,89,4,2107,[-28],[28]
,,,,700,7,40000,,,,,90,4,2417,[False],[False]
-36,early,4,36,700,7,392,"[440, 220]","['higher', 'lower']","[2, 6]",2,91,4,2070,"[48, -172]","[48, 172]"
80,late,5,80,700,7,220,[192],['lower'],[7],1,92,4,2028,[-28],[28]
,,,,700,7,40000,,,,,93,4,2251,[False],[False]
0,on_time,6,0,700,7,220,[192],['lower'],[3],1,94,4,2100,[-28],[28]
,,,,700,7,40000,,,,,95,4,2405,[False],[False]
-63,early,4,63,700,7,192,"[392, 440, 220]","['higher', 'higher', 'higher']","[3, 6, 7]",3,96,4,2413,"[200, 248, 28]","[200, 248, 28]"
0,on_time,4,0,700,7,440,"[220, 192]","['lower', 'lower']","[2, 3]",2,97,4,2487,"[-220, -248]","[220, 248]"
13,late,6,13,700,7,392,[192],['lower'],[4],1,98,4,2013,[-200],[200]
,,,,700,7,40000,,,,,99,4,2077,[False],[False]
100,late,5,100,700,7,392,[False],['standard'],[False],0,100,4,2035,[False],[False]
-27,early,6,27,700,7,220,"[392, 440]","['higher', 'higher']","[3, 4]",2,101,4,2434,"[172, 220]","[172, 220]"
8,late,5,8,700,7,220,[192],['lower'],[3],1,102,4,2282,[-28],[28]
0,on_time,4,0,700,7,440,"[220, 192]","['lower', 'lower']","[2, 3]",2,103,4,2217,"[-220, -248]","[220, 248]"
19,late,5,19,700,7,392,[False],['standard'],[False],0,104,4,2474,[False],[False]
,,,,700,7,40000,,,,,105,4,2014,[False],[False]
100,late,6,100,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[3, 4, 2]",3,106,4,2118,"[-172, -172, -200]","[172, 172, 200]"
,,,,700,7,40000,,,,,107,4,2253,[False],[False]
-13,early,5,13,700,7,192,[False],['standard'],[False],0,108,4,2238,[False],[False]
